"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilosc"
1;Dżersejowy top;11$43;"39.99";"Dżersejowy top z długim rękawem. Wąski fason";"http://lp2.hm.com/hmgoepprod?set=source[/c3/8e/c38eaab18fd2c0f3971ac2e431f72e1d6e51845e.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/fd/11/fd115f265336cd99122fa33d4be06f2f4b15d52c.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/f5/92/f5927931a07a9e18f1c98ac91a5adaf2f14346de.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Watowana kurtka;11$40$56;"229.0";"Krótka watowana kurtka z tkaniny. Kaptur z podszewką, kołnierzem i sznurkiem. Zapięcie na suwak, po bokach kieszenie z klapką i zatrzaskiem, jedna kieszeń wewnętrzna zapinana na rzep. Rękawy i dół ze ściągaczem. Wypełnienie z poliestru. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/7a/14/7a147787785fb55d94d07a9d64ab3cb1161e8056.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/01/73/017378e39af48243849031d0e579d21891c4a607.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/0f/b0/0fb0ff2a7354407a6253bf8b8239b41620c863fc.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bluza Relaxed fit;11;"39.9";"Bluza z dzianiny dresowej. Swobodny fason, obniżone ramiona. Ściągacz wokół szyi, rękawów i u dołu. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/f6/fa/f6fa9eb0cd2ef5ed9449fc76a3918d3799a7071d.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/ec/6f/ec6ff1f3cca0c66299abfa4bd4c8e52417016cfe.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/27/0c/270c86c54ae6603b8d8f64ddf51e64e2c00bf3d7.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Skinny Jeans;11$49$50;"79.9";"Dżinsy z 5 kieszeniami ze spranego, elastycznego denimu. Niska talia, rozporek na guziki, bardzo wąskie nogawki";"http://lp2.hm.com/hmgoepprod?set=source[/91/5b/915b53adea0aeced803fcd887373e34367a22380.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/3f/b1/3fb1aa3915d86fa2a19d59057dc71e97cee1dbda.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/2c/00/2c00dd4d9d57712605d5fb08a406eca50ac1f91f.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;T-shirt Slim fit 3-pak;11$43;"79.99";"Dżersejowe T-shirty z elastycznej mieszanki zawierającej bawełnę. Dekolt w serek. Wąski fason";"http://lp2.hm.com/hmgoepprod?set=source[/f3/34/f3342c9c0e4ce6cfba6411a0afec3e54c26f29c1.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/89/36/8936160899acc9141fe07523806d0f184ac0ab7d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/5a/52/5a52ec00a3f6c988ffa13dcc040faa0ad3d90470.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main";100
1;Bluza Relaxed fit;11;"39.9";"Bluza z dzianiny dresowej. Swobodny fason, obniżone ramiona. Ściągacz wokół szyi, rękawów i u dołu. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/41/0a/410a0d03807b365de2574b04bc281ec37b866ea4.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/2f/eb/2feb188ef79904240db097115fd225906cf482d5.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/9d/5a/9d5a70120a2043ff297904d49ebedc327d668b2d.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bluza z kapturem;11;"79.9";"Bluza z dzianiny dresowej. Kaptur z podszewką i sznurkiem, kangurkowa kieszeń. Rękawy i dół ze ściągaczem. Wewnątrz miękki meszek";"http://lp2.hm.com/hmprod?set=source[/environment/2017/9DS_0243_005R.jpg],width[4247],height[4965],y[-1],type[FASHION_FRONT]&hmver=0&call=url[file:/product/main"$"http://lp2.hm.com/hmprod?set=source[/model/2016/E00 0387843 009 36 1127.jpg],type[STILLLIFE_FRONT]&hmver=4&call=url[file:/product/main"$"http://lp2.hm.com/hmprod?set=source[/model/2016/E00 0387843 009 36 1127.jpg],width[2082],height[2434],x[497],y[118],type[DETAIL]&hmver=4&call=url[file:/product/main";100
1;Bluza z kapturem i nadrukiem;11;"129.9";"Bluza z dzianiny dresowej z nadrukiem. Kaptur z podszewką i sznurkiem. Rękawy i dół ze ściągaczem. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/01/57/0157eacc25b2b9c989c83a067f3d0768078578be.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/a9/6e/a96e85cc7279e8b244d1f210eb78aca6eea1f7ff.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/fd/85/fd8555603d734e269fec349b8692419ea0c76659.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Dżersejowy T-shirt z bawełny;11$43;"29.99";"Prosty T-shirt z miękkiego bawełnianego dżerseju. Zaokrąglony dół i nieco dłuższy tył";"http://lp2.hm.com/hmgoepprod?set=source[/b8/b7/b8b70baffae5191bfada6c419e06c0d31b347f5f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/dc/0a/dc0a24d60f7f2153c855058bde324ebc3c30305e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/35/a7/35a790beb36eedb7e1f9c0cb35f6ac03ef2f49cd.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Skórzana torebka na ramię;11;"399.99";"JAKOŚĆ PREMIUM. Torebka z grubej skóry. U góry suwak, odpinany regulowany pasek na ramię oraz dwie rączki, przy jednej z nich odpinana przywieszka adresowa. Jedna kieszeń zewnętrzna z suwakiem i jedna kieszeń wewnętrzna z suwakiem. Z podszewką. Wymiary 5x27x38 cm";"http://lp2.hm.com/hmgoepprod?set=source[/e1/d2/e1d2ed48e1a19892c6d961364e961aadb9fa21e7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/5e/15/5e15515e52124cd61f244bbb87fe91ca6174e959.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/ef/59/ef599e7232683df179e42399412f5c529bfe17a5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main";100
1;Ocieplana kurtka dżinsowa;11$40$56;"229.99";"Kurtka ze spranego denimu zapinana na metalowe guziki. Kołnierz z podszewką z futerkowego materiału, na piersi kieszenie z klapką i guzikiem, po bokach kieszenie z wypustką. Guziki u dołu rękawów, po bokach regulowane patki z guzikiem. Z podszewką z futerkowego materiału";"http://lp2.hm.com/hmgoepprod?set=source[/49/14/4914ac4c268a1e3d2266e2239ecb8b4add9402ce.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/a7/1b/a71bb8f132f5ab05e7f16df88cbd2f3fe3618c3b.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/bf/c9/bfc91bfb2c9774b66916c7013802165205b2ac8c.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Ocieplana parka;11$40$56;"399.0";"Parka z grubej tkaniny. Kaptur z polarową podszewką i obszyciem z imitacji futra. Z przodu dwustronny suwak i podwójna listwa z zapięciem na rzep. Pod listwą kryta kieszeń, na piersi i z przodu kieszenie z klapką, i kieszeń na jednym rękawie. Wszystkie kieszenie z rzepem. Kieszenie do ogrzewania rąk z polarową podszewką i jedna kieszeń wewnętrzna. W talii kryty sznurek, kryty ściągacz u dołu rękawów. Wypełnienie z poliestru. Z pikowaną podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/90/6d/906d9a4f6b433350b3b89c538c35db87ff79e3b5.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/7c/3e/7c3ede2adceb01785db124334b3337a0b250f317.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/51/57/51578aaeacfe1f4cea0f1a3719345981dbc0552a.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Kurtka watowana;11$40$55;"149.99";"Krótka, watowana kurtka z suwakiem z przodu. Po bokach kieszenie z klapką i zapięciem oraz jedna kieszeń wewnętrzna. Watowany kaptur z podszewką i sznurkeim. Rękawy i dół ze ściągaczem. Z pikowaną podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/53/99/5399e34d8eda23b6eb8474b2a9cb05d3eaaee2da.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/09/42/0942cde200668a80c69ec8839093fae55f4d9928.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/8f/cb/8fcb5849b048e08747d7e7d4259ecfb9b92aaac7.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Sportowe joggersy;11$55;"129.99";"Joggersy sportowe z grubej dzianiny dresowej z podklejanymi detalami. Elastyczna talia ze sznurkiem, kieszenie po bokach. Zwężane nogawki z profilującymi szwami na kolanach zapewniającymi większą swobodę ruchów i z szerokim ściągaczem u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/2b/3c/2b3c28468e4cff342cda0b1ebfa9cb43f089a5df.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/f7/26/f7265ee56872258ede080f876ef83f752a1b7aa0.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/4b/fc/4bfc0a0aa91106c3bc6ac254a9b5d5714d9e227b.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bluza Relaxed fit;11;"39.9";"Bluza z dzianiny dresowej. Swobodny fason, obniżone ramiona. Ściągacz wokół szyi, rękawów i u dołu. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/c9/1e/c91ed59337b11752a3ef3e56f8d3d49131ecc215.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/b5/a0/b5a08b9876606dea82722938b4bfa2292f41acf6.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/ac/65/ac658b12b7099f208f01f6a5dc8c499499c77ca4.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Sportowe joggersy;11$55;"129.99";"Joggersy sportowe z grubej dzianiny dresowej z podklejanymi detalami. Elastyczna talia ze sznurkiem, kieszenie po bokach. Zwężane nogawki z profilującymi szwami na kolanach zapewniającymi większą swobodę ruchów i z szerokim ściągaczem u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/6e/47/6e47aa72168f2e3e892a6f1ba60c90bdfa2e24a6.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/01/f8/01f8d001fde1d679caf9f9933209d6d01aaf8f0c.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/e7/69/e76990519d515d8192be672f89861ff35ba5ed07.jpg],origin[dam],category[men_sport_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Joggersy w stylu motocyklowym;11$49;"99.9";"Joggersy z dzianiny dresowej. Elastyczna talia ze sznurkiem, kieszenie po bokach i z tyłu. Nogawki z  pikowaniem, ozdobnym stębnowaniem i ściągaczem u dołu. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/56/76/5676297d81db0880550163315810e228d7be0379.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/07/ac/07ac2043823747a7464178baff5c2ced2c6a0413.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/13/d3/13d339f88ebf9b575692dbf0470c9fb7ae2468df.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Płaszcz z domieszką wełny;11;"399.0";"Płaszcz z filcowanej mieszanki zawierającej wełnę. Otwarte klapy z ozdobną butonierką. Z przodu guziki, kieszonka na piersi, po bokach kieszenie z wypustką, dwie kieszenie wewnętrzne. Ozdobne guziki u dołu rękawów, rozcięcie z tyłu. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/2e/19/2e199b0065acf22fb4455fa3757aad23b4c9b604.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/28/e8/28e83e23fb2f1533354b5eb0c6757044fe9827fb.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/b6/05/b60519be9a6c19df77d229f51f564a4ae837a583.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bluza z kapturem;11;"79.9";"Bluza z dzianiny dresowej. Kaptur z podszewką i sznurkiem, suwak z przodu, kieszenie po bokach. Rękawy i dół ze ściągaczem. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/9e/49/9e49318bfface54378109ca4c0a71d066ab91b86.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/9f/11/9f11caba512146f4c21ef3a076db4886965c7a2c.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/5a/7c/5a7c0b3be4689616af4fcb948c232af48baefd33.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Parka outdoorowa;11$40$55;"299.0";"Parka z grubej tkaniny. Kaptur ze sznurkiem i z polarową podszewką z przodu. Zapięcie na suwak z listwą ochronną na rzep, kieszenie do ogrzewania rąk i naszywane kieszenie z klapką i rzepem. U dołu rękawów i po bokach kurtki regulowane patki na rzep. Sznurek u dołu kurtki i nieco dłuższy tył. Bez podszewki";"http://lp2.hm.com/hmgoepprod?set=source[/ee/6a/ee6a6f63df8a211462f50b3f23eae985998f944b.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/84/e8/84e80255dad9ebcae54d564991ad062aa23bb122.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/23/c8/23c8ed731e4b8f24d8422d5fb642dcc675da831f.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Cienki sweter z bawełny;11$42;"129.9";"Cienki sweter z bawełny. Reglanowe rękawy o splocie w prążki, ściągacz wokół szyi, rękawów i u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/b0/51/b0517961bc0dc582cc701c29e27a835fe7677ebe.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/85/cb/85cb9272feadd60be813dbe3594f60dc08338f77.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/17/6b/176b091443d488b5730c65fa54dae8eb740fef3f.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Joggersy Skinny Fit;11$49;"79.9";"Spodnie z dzianiny dresowej z miękkim meszkiem od wewnątrz. Elastyczna talia ze sznurkiem, kieszenie po bokach, jedna kieszeń z tyłu. Obcisły fason, lekko obniżony krok i wąskie zwężane nogawki ze ściągaczem u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/5b/0a/5b0a9075eb3e9fcfebf65eb91a58dae41005ac95.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/05/51/0551197f4a81df42198c5e203e98573dbbbb2714.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/3a/9c/3a9c47155e9efe66c5d896f9787a5fdba3828779.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Kurtka w stylu motocyklowym;11;"199.99";"Kurtka z imitacji skóry z pikowaniem. Mała stójka z regulowaną patką z zatrzaskami, zapięcie na suwak. Na piersi kieszeń z suwakiem, po bokach kieszenie z suwakiem, jedna kieszeń wewnętrzna. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/29/8a/298aff26a193184fe29dee2269c5b30f3b4596df.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/13/9c/139c86dac47a1029d0bf0f2095fd2823e6a30e5a.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/4e/2b/4e2baa2935f40939bc5b8835040bd0a014c67fc9.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Sweter z wełny merynosowej;11$42;"149.9";"JAKOŚĆ PREMIUM. Sweter z cienkiej wełny merynosowej. Dekolt w serek, ściągacz wokół szyi, rękawów i u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/23/a6/23a6918cabaeb29f8e6199bf8e785e68e6e724bf.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/9c/31/9c31bcef30f5fc71bcc8ae9b6c874da5750ce794.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/3e/bb/3ebbea5db0341d46527cb50606219247a576801d.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bawełniany sweter;11$42;"79.9";"Cienki sweter z bawełnianej dzianiny o nierównym włóknie. Reglanowe rękawy ze ściągaczem, ściągacz wokół szyi i u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/c1/7e/c17eee5772c48e1bfe6a730ee3f5bbe806058855.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/32/da/32da2bf32d93f137208defb5432a91e509dac0fb.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/bf/e3/bfe39b4cbb0757343948541ba963c7008dc2c56c.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Skarpety 5-pak;11$53;"39.99";"Cienkie skarpety z miękkiej mieszanki zawierającej bawełnę. U góry ściągacz z elastycznym brzegiem";"http://lp2.hm.com/hmgoepprod?set=source[/d7/6b/d76b8b82f559c18e98e8f653d3d1558d601a932f.jpg],origin[dam],category[men_socks],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/74/19/7419924c47dadd0cf26765646db214c130851378.jpg],origin[dam],category[men_socks],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/main";100
1;Bluza z kapturem;11;"79.9";"Bluza z dzianiny dresowej. Kaptur z podszewką, kopertowym przodem i sznurkiem. Kangurkowa kieszeń, rękawy i dół ze ściągaczem. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/71/08/7108964567283b26db5a57bb5719ea12b70d432b.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/03/96/0396d8bff8e020dd1437589e9bd282d359a2a2bf.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/9c/68/9c681e6df3220644cc17123b699ae0aa8c5e2993.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Bokserki 3-pak;11$52;"69.9";"Krótkie bokserki z elastycznego bawełnianego dżerseju z płaskimi szwami. Elastyczna talia, przód z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/f4/9a/f49ada9abf360459ba58c04915d03a546ae76a4a.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/5c/ce/5cce77b41ed6652a3ff47919c3115132e837c7ec.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/8e/8c/8e8cc02cf5bcda2133e5fa50f266c89c9bc7fa17.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Spodnie dresowe Slim Fit;11$46;"79.99";"Spodnie z cienkiej dzianiny dresowej. Elastyczna talia ze sznurkiem, kieszenie po bokach. Ściągacz u dołu nogawek. Wąski fason";"http://lp2.hm.com/hmgoepprod?set=source[/ea/94/ea9482d57bf1edb6c23df625e306cfcb19272c2b.jpg],origin[dam],category[men_basics_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/a6/88/a688c644f5812ec5588070505b8f7e00a95c03e4.jpg],origin[dam],category[men_basics_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/1a/8c/1a8cf267e677be44434363bcc05e2fef7d8b3d68.jpg],origin[dam],category[men_basics_bottoms],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Koszulka polo Regular fit;11$43;"59.99";"Koszulka polo z elastycznego dżerseju z mieszanki zawierającej bawełnę. Kołnierzyk, guziki u góry, długie rękawy. Fason normalny";"http://lp2.hm.com/hmgoepprod?set=source[/fc/45/fc45f46dc65d58a6011b697cd5fdf085a01d7b33.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/ea/ec/eaec78d14999fb983aac3fe411b8e30f036ea2ca.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/80/2b/802b34d269d3bb1a084df9b32b0f19d94e83ced0.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
1;Dżersejowy T-shirt z bawełny;11$43;"59.9";"T-shirt z bawełnianego dżerseju z nadrukiem i z detalami zużycia wokół szyi";"http://lp2.hm.com/hmgoepprod?set=source[/83/e0/83e0e5eee39a350c85e3455882122be9ae016a40.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/5b/be/5bbea716495ac888132e3b97f3615daf61e04876.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main"$"http://lp2.hm.com/hmgoepprod?set=source[/ee/16/ee168a43a460a415cdbdc4e4f2ea9685d8ac249c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/main";100
