"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena zawiera podatek. (brutto)";"Opis";"Adresy URL zdjęcia (x,y,z...)";"Ilosc"
1;Ocieplana kurtka dżinsowa;11$56$40;"229.0";"Kurtka ze spranego denimu. Kołnierz z futerkowego materiału, zatrzaski z przodu i u dołu rękawów, po bokach regulowane patki na zatrzask. Na piersi kieszenie z klapką i zatrzaskiem, po bokach kieszenie z wypustką. Z podszewką z materiału futerkowego";"http://lp2.hm.com/hmgoepprod?set=source[/33/34/33341b696e29d379369c1f21fa49455527ba5666.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/36/d8/36d8eaedc0c0692a92958df5d4ce420f6bb939a2.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/79/f3/79f3a59410082856b6e3b4022f630ca89af8d746.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Ocieplana parka;11$56$40;"399.0";"Parka z grubej tkaniny. Kaptur z polarową podszewką i obszyciem z imitacji futra. Z przodu dwustronny suwak i podwójna listwa z zapięciem na rzep. Pod listwą kryta kieszeń, na piersi i z przodu kieszenie z klapką, i kieszeń na jednym rękawie. Wszystkie kieszenie z rzepem. Kieszenie do ogrzewania rąk z polarową podszewką i jedna kieszeń wewnętrzna. W talii kryty sznurek, kryty ściągacz u dołu rękawów. Wypełnienie z poliestru. Z pikowaną podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/8e/be/8ebecfa7270cb9f8f97027c98caa3b2863705470.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/8c/60/8c60f890fc85b653007866958db626b7b909b968.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/55/8a/558acf1864682aae9e69083e3d360b0d21ee0aa1.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Bluza z kapturem;11;"99.99";"Bluza z dzianiny dresowej. Kaptur ze sznurkiem i z podszewką, kangurkowa kieszeń. Rękawy i dół ze ściągaczem. Wewnątrz meszek";"http://lp2.hm.com/hmgoepprod?set=source[/8a/41/8a415ab711d66bf95f4a825a9025cd8f81172756.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/36/0e/360e19136fd7d3d8ae92ac9e86b95ae5bb82131a.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/da/a3/daa332b3c63e50970637eccd7ec63db0cd273136.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Skarpety 10-pak;11$53;"59.99";"Cienkie długie skarpety";"http://lp2.hm.com/hmgoepprod?set=source[/30/c3/30c36cd8727d65aab0c27b255d78e7b938794cc7.jpg],origin[dam],category[men_socks],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/77/b9/77b92402bd1099b2581d47a85d12e2e6c0d7b214.jpg],origin[dam],category[men_socks],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmprod?set=source[/model/2015/C00 0301227 002 01 2066.jpg],width[1234],height[1442],x[2848],y[132],type[DETAIL]&hmver=0&call=url[file:/product/fullscreen";100
1;Bluza z kapturem;11;"79.9";"Bluza z dzianiny dresowej. Kaptur z podszewką, kopertowym przodem i sznurkiem. Kangurkowa kieszeń, rękawy i dół ze ściągaczem. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/fe/cc/feccc24c105a8788e0f7b88fcf5c3c95a2d45f2a.jpg],origin[dam],category[men_hoodiessweatshirts],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/d1/ba/d1bae914fb4dcf3caa609481b99bd202711f4746.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/34/06/34063d6ba25fa12e1f16de829fca86d8dd37119f.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Sztyblety;11$44;"199.99";"Sztyblety z ozdobnym szwem wokół podeszwy. Elastyczne wstawki po bokach, pętelka z tyłu. Podeszwy wewnętrzne i wyściółka z płótna. Gumowe podeszwy zewnętrzne. Obcas ok. 3 cm";"http://lp2.hm.com/hmgoepprod?set=source[/db/5a/db5a7fb4e4b11645911e81fe3fd3772cbd26e355.jpg],origin[dam],category[men_shoes_boots],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/c7/8c/c78cb2278706c43e2f175d1209c6aa76ec918244.jpg],origin[dam],category[men_shoes_boots],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/34/1f/341f847593f32af5596963ba38348cdfcee30b15.jpg],origin[dam],category[men_shoes_boots],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen";100
1;Bokserki 3-pak;11$52;"49.9";"Bokserki z elastycznego bawełnianego dżerseju z płaskimi szwami. Elastyczna talia, przód z podszewką. Średniej długości nogawki";"http://lp2.hm.com/hmgoepprod?set=source[/db/d6/dbd61239b11d47a71f2a1f57e2977c871962691b.jpg],origin[dam],category[men_underwearloungewear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/05/91/05915b9991cd7d34c62910af7e72e9d4350e330d.jpg],origin[dam],category[men_underwearloungewear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/ed/1f/ed1f2de7bb003c18eeda0c661c115a70fb2ad198.jpg],origin[dam],category[men_underwearloungewear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Bluza z kapturem i nadrukiem;11;"129.99";"Bluza z cienkiej dzianiny dresowej z nadrukiem z przodu. Kaptur z dżersejową podszewką i sznurkiem, kangurkowa kieszeń, rękawy i dół ze ściągaczem";"http://lp2.hm.com/hmgoepprod?set=source[/3f/b6/3fb63474f3b5aaab75e786e805a6b6f1ea232c9c.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/d8/a3/d8a34c90aaed4b0d91a5425bba1c66e76253d815.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/4e/76/4e76e6c50d78c95a9e21babb10eaf5e4a14634aa.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Bluza Relaxed fit;11;"39.9";"Bluza z dzianiny dresowej. Swobodny fason, obniżone ramiona. Ściągacz wokół szyi, rękawów i u dołu. Wewnątrz miękki meszek";"http://lp2.hm.com/hmgoepprod?set=source[/5f/c4/5fc468d84be4f4c57775c7402540074663124e8a.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/bb/74/bb74d0de79ede47f489b66edc14089363db7f119.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/9e/2f/9e2f91976ecd63cd5818a850584d31dfb02feca0.jpg],origin[dam],category[men_hoodiessweatshirts],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Joggersy cargo z diagonalu;11$49;"129.9";"Joggersy cargo z elastycznego bawełnianego diagonalu. Kieszenie po bokach i z tyłu, na nogawkach kieszenie z klapką i zatrzaskiem. Swobodny fason,nieco niższy krok i zwężane nogawki z elastycznymi brzegami. Rozporek na suwak i guzik";"http://lp2.hm.com/hmgoepprod?set=source[/92/06/92063629644b39fd993b241da5ec0a79526e2683.jpg],origin[dam],category[men_trousers_trousers_regular_all],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/15/59/1559d3dcfcbb5d2ddf696fab1d5da2e4f2cd9b02.jpg],origin[dam],category[men_trousers_trousers_regular_all],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/16/8f/168fb73542ccdbb2607b7928d07d4cc84492adb2.jpg],origin[dam],category[men_trousers_trousers_regular_all],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Ocieplana kurtka dżinsowa;11$56$40;"229.0";"Kurtka ze spranego denimu. Kołnierz z futerkowego materiału, zatrzaski z przodu i u dołu rękawów, po bokach regulowane patki na zatrzask. Na piersi kieszenie z klapką i zatrzaskiem, po bokach kieszenie z wypustką. Z podszewką z materiału futerkowego";"http://lp2.hm.com/hmgoepprod?set=source[/fb/ec/fbecf1b537a3e68dd86010fe135ddc9d55e20ab8.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/c2/c8/c2c81a2b84073a00e57c59698214bf7117901ab8.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/ce/4a/ce4ae7db2c7e26fe095a4d37342764f2ea3be81b.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;T-shirt Slim fit 3-pak;11$43;"79.99";"Dżersejowe T-shirty z mieszanki zawierającej bawełnę. Okrągły dekolt. Wąski fason";"http://lp2.hm.com/hmgoepprod?set=source[/e8/6f/e86f9ff4e89c418cee99916964d9399fa6f7b53e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/4b/c4/4bc4c8088edecb923155741befdec054bbba9e63.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/3f/66/3f66547d1b10ff51e3779c3b30ec9b0fff7ed8bf.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Bokserki 5-pak;11$52;"99.99";"Krótkie bokserki z elastycznego bawełnianego dżerseju z płaskimi szwami. Elastyczna talia, przód z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/b2/1a/b21a05369ef5ba2c7227583898423e4ff8bf51aa.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/01/bd/01bd89e57841b4ab17b3246f9c4e70f803390acc.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/fb/99/fb99e1233065acbc8ef55628d02d95b7e6df95a0.jpg],origin[dam],category[men_underwearloungewear_underwear],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Skórzane buty derby;11$44;"599.0";"JAKOŚĆ PREMIUM. Skórzane buty derby. Ozdobny szew wokół podeszwy. Skórzane podeszwy wewnętrzne i wyściółka. Gumowe podeszwy zewnętrzne. Obcas ok. 3 cm";"http://lp2.hm.com/hmgoepprod?set=source[/7a/af/7aaf802c096a928008d9449119cabddefd8aa232.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/a3/d7/a3d722740573353435075067e5f18ca63262ea5c.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/ae/70/ae705b7df44d3a04ffe850aa8fb9c1b4ba97e9a9.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen";100
1;Dżinsy z łańcuszkiem;11;"149.9";"Dżinsy z 5 kieszeniami ze spranego elastycznego denimu z detalami mocnego zużycia. Rozporek na suwak. Z tyłu przypięty do szlufki metalowy łańcuszek do portfela z karabińczykiem i brelokiem";"http://lp2.hm.com/hmgoepprod?set=source[/1c/87/1c87e93a7fac99581e33775bb7866ee6016af0a3.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/bf/0e/bf0efb06324206f912a593a217f406c849bfb23c.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/46/0c/460c91653b5e65850ccccfdd47b48494f1984e5f.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Bosmanka z domieszką wełny;11$56$40;"399.0";"JAKOŚĆ PREMIUM. Dwurzędowa kurtka bosmanka z filcowanej mieszanki zawierającej wełnę i kaszmir. Szerokie, spiczaste klapy, zapięcie na guziki. Po bokach kieszenie z wypustką, dwie kieszenie wewnętrzne. Regulowana patka z zapięciem u dołu rękawa. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/35/3e/353edf1446680e95d82e1d30808ead01124fef7f.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/40/71/40713e0231c80675e9721fb6eb7639004b7b587c.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/71/6b/716ba480875aa64ea1888a0c390c5bf2f9396514.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen";100
1;Wzorzysta koszula Slim Fit;11;"59.9";"Koszula z wiskozowej tkaniny we wzorzyste nadruki. Wykładany kołnierzyk, gładka listwa z guzikami, długie rękawy zakończone mankietem z regulowanym zapięciem. Karczek z tyłu, zaokrąglony dół i nieco dłuższy tył. Wąski, podkreślający sylwetkę fason z zaznaczoną talią i wąskimi ramionami";"http://lp2.hm.com/hmgoepprod?set=source[/bc/fd/bcfd6bd073db556a4a8fbc2c0c12c6ce100b0ac1.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/38/de/38de1e728786ef9254e62f998cd4764e1df2c2ee.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/a4/66/a466fb7831fb69f2d3ca737dfe7248a8ca9abc22.jpg],origin[dam],category[],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Sweter z kołnierzem;11;"499.0";"Sweter z mieszanki wełny merynosów i kaszmiru. Stójka w prążki i suwak u góry. Łaty na łokciach, rękawy i dół ze ściągaczem";"http://lp2.hm.com/hmgoepprod?set=source[/11/37/1137fedc0703b137e243a1f6fe13075ceb451217.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/23/d3/23d3d7e8f059cdee220bb54bc2ddc586b15fe57a.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/dd/3b/dd3be7528bf2b704e27652711a2c66b015642326.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Skarpety 5-pak;11$53;"39.99";"Cienkie skarpety z miękkiej mieszanki zawierającej bawełnę. Elastyczny brzeg u góry";"http://lp2.hm.com/hmgoepprod?set=source[/8e/90/8e9013693662cf110f75b83b8ceeb45f1a5e5be9.jpg],origin[dam],category[men_socks],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/d4/5c/d45c68ee9cea92d8dec7f0d5afd58a63b17ea2be.jpg],origin[dam],category[men_socks],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen";100
1;Skórzane buty monkstrap;11$44;"279.0";"JAKOŚĆ PREMIUM. Buty monkstrap ze skóry z regulowanymi metalowymi klamerkami z boku. Wewnętrzne podeszwy skórzane. Gumowe podeszwy zewnętrzne";"http://lp2.hm.com/hmgoepprod?set=source[/30/e0/30e03929bc25a78770081a5e41e2343a93089f26.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/26/89/268999612d78859d9ec9789bd8ea4c241dc33116.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/95/38/953874a3474ac85c98c2338418a25588b2e226d3.jpg],origin[dam],category[men_shoes_dressed],type[DESCRIPTIVEDETAIL],hmver[1]&call=url[file:/product/fullscreen";100
1;T-shirt Slim fit 3-pak;11$43;"79.99";"Dżersejowe T-shirty z elastycznej mieszanki zawierającej bawełnę. Dekolt w serek. Wąski fason";"http://lp2.hm.com/hmgoepprod?set=source[/36/a6/36a644761cb8de153c389409ac90dc20f0509163.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/01/7b/017bae8ab44e05ef8bf54f251596ce62994cf467.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/66/12/6612d98067eb17ce49499a2a9e799bf7f4576a5a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Dżinsowa kurtka z kapturem;11$56$40;"149.99";"Kurtka ze spranego denimu z kapturem i rękawami z dzianiny dresowej. Kołnierz, kaptur ze sznurkiem i dżersejową podszewką. Z przodu guziki, na piersi kieszenie z klapką i zapięciem. Ściągacz u dołu rękawów, regulowana patka po bokach. Bez podszewki";"http://lp2.hm.com/hmgoepprod?set=source[/d3/64/d364766d2959656d3e7f5a51f8fee15671a57c70.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmprod?set=source[/model/2017/F00 0407354 004 55 0524.jpg],width[1875],height[2192],x[731],y[169],type[DETAIL]&hmver=1&call=url[file:/product/fullscreen";100
1;Kaszmirowy sweter w serek;11$42;"399.99";"Sweter z miękkiego kaszmiru o drobnym splocie. Dekolt w serek. Rękawy i dół ze ściągaczem";"http://lp2.hm.com/hmgoepprod?set=source[/16/be/16be8e8cc2c3495f658e2a6c4e694b1c443f6b7e.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/7b/1f/7b1f55b1778b25f42b411a8fe1381ea7d8be62f2.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],hmver[1]&call=url[file:/product/fullscreen";100
1;Krótki trencz;11$56$40;"399.0";"Krótki, dwurzędowy trencz grubej z bawełnianej tkaniny. Kołnierz z zapięciem na haftkę. Luźny karczek z guzikiem z przodu i z tyłu. W talii pasek wiązany, kieszenie po bokach, dwie wewnętrzne kieszenie z guzikiem. Z tyłu rozcięcie. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/c3/c3/c3c32f7287c190588c7a8c19ebbf438893d173f4.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/a7/50/a750531e1bc968d2ce82b3c40670a0c88b880860.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/2c/c8/2cc8dd9041bb3a9a4206395fed914f655cf978e8.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Koszula Muscle fit;11$45;"99.99";"Koszula z elastycznej mieszanki zawierającej bawełnę. Wąski wykładany kołnierzyk, gładka listwa z zapięciem, długie rękawy z mankietem z regulowanym zapięciem. Karczek i zaszewki na plecach, zaokrąglony dół. Fason obcisły - zaprojektowany, aby jak najlepiej uwydatnić sylwetkę dzięki wąskim ramionom, lekko zwężanym rękawom i wyraźnie wciętej talii";"http://lp2.hm.com/hmgoepprod?set=source[/ef/be/efbe2168def3167cf001db04cd6317da2062a592.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/6c/0d/6c0da879b4b638401cf4d059d8cb2040466b7313.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/43/04/430471dd0c0bfdcb9639cb9dc5c5734df447963b.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Kurtka w stylu motocyklowym;11$56;"229.99";"Kurtka w stylu motocyklowym z imitacji skóry z pikowaniem na ramionach. Ukośny suwak, zatrzaski na klapach. Kieszonka z suwakiem na piersi, po bokach kieszenie z suwakiem oraz kieszonka z klapką i zatrzaskiem, jedna kieszeń wewnętrzna. Suwak u dołu rękawa. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/3d/64/3d64e572c351909b8a24df2d34a6ac44f2df1ccc.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[2]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/2e/5e/2e5e74b9868e98cb833e6cb04e408b8d376524dc.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[2]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/1f/ce/1fce08f779de4088a4804d7cb2ac9dab19aa483c.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],hmver[2]&call=url[file:/product/fullscreen";100
1;Dżinsowa kurtka;11;"149.99";"Kurtka ze spranego denimu z kołnierzykiem i zapięciem na guziki. Na piersi kieszenie z klapką i guzikiem, po bokach kieszenie z wypustką. U dołu po bokach regulowane patki z guzikiem, guziki u dołu rękawów";"http://lp2.hm.com/hmprod?set=source[/model/2017/F00 0497640 002 19 3431.jpg],type[STILLLIFE_FRONT]&hmver=1&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmprod?set=source[/model/2017/F00 0497640 002 19 3431.jpg],width[2082],height[2435],x[832],y[151],type[DETAIL]&hmver=1&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmprod?set=source[/model/2017/F00 0497640 002 19 3431.jpg],width[2239],height[2617],x[740],y[166],type[DETAIL]&hmver=1&call=url[file:/product/fullscreen";100
1;Joggersy;11$49;"99.99";"Joggersy z dzianiny dresowej z niskim krokiem. Elastyczna talia ze sznurkiem, po bokach kieszenie z suwakiem. Zwężane nogawki ze szwami na kolanach i ściągaczem u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/63/ce/63ce897e18090045bb1130d402d6f44368307289.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/01/1d/011dc02f34a7f9f5ffd3fd1d9c1f21aab817618d.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/47/69/4769a217b3ad851da7945a99d090d0c1dda8659d.jpg],origin[dam],category[men_trousers_joggers],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Kurtka bosmanka;11$56$40;"299.0";"Dwurzędowa bosmanka z grubej tkaniny. Kieszenie po bokach, u dołu rękawów patka z guzikiem, rozcięcie z tyłu. Z podszewką";"http://lp2.hm.com/hmgoepprod?set=source[/fe/55/fe55eb311ba2c384cb5b2dd2f111cea28904814b.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/b8/69/b8690b3bfafd9b53b2773186856ba3d387a18236.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/e7/88/e7885c358039b5329cf20e2246ac95a5993563e0.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
1;Sweter z wełny merynosów;11;"149.9";"JAKOŚĆ PREMIUM. Sweter z cienkiej wełny merynosów. Kołnierzyk, listwa z guzikami, ściągacz wokół, rękawów i u dołu";"http://lp2.hm.com/hmgoepprod?set=source[/25/a9/25a9bbd4ceab9f741cfb2368160f3358d47939c6.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/4f/1f/4f1fd0055ca1c823817a60c8d8086d0d57276827.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen"$"http://lp2.hm.com/hmgoepprod?set=source[/0b/fa/0bfac68a45c561dcf505b2e0edad43aee66128f3.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],hmver[1]&call=url[file:/product/fullscreen";100
